Name,Period,Open,Low,High,Close,ChangeRate,PercentageChange,Date,Date_Shamsi
Gram18Ayar,Daily,1027800,1021200,1034400,1022200,11700,1.14%,3/14/2016,1394/12/24
Gram18Ayar,Daily,1023300,1021000,1025600,1022200,-,-,3/15/2016,1394/12/25
Gram18Ayar,Daily,1031850,1027900,1035800,1034900,12700,1.24%,3/16/2016,1394/12/26
Gram18Ayar,Daily,1033160,1015590,1054270,1034820,80,0.01%,3/17/2016,1394/12/27
Gram18Ayar,Daily,1030386,1012533,1043162,1030149,4671,0.45%,3/24/2016,1395/01/05
Gram18Ayar,Daily,1027500,1026100,1028900,1027700,2449,0.24%,3/26/2016,1395/01/07
Gram18Ayar,Daily,1029350,1026800,1031900,1031900,4200,0.41%,3/27/2016,1395/01/08
Gram18Ayar,Daily,1034300,1031400,1037200,1036500,4600,0.45%,3/28/2016,1395/01/09
Gram18Ayar,Daily,1041750,1038500,1045000,1041500,5000,0.48%,3/29/2016,1395/01/10
Gram18Ayar,Daily,1042450,1039900,1045000,1041100,400,0.04%,3/30/2016,1395/01/11
Gram18Ayar,Daily,1044200,1040200,1048200,1042200,1100,0.11%,4/2/2016,1395/01/14
Gram18Ayar,Daily,1037950,1033900,1042000,1040200,2000,0.19%,4/3/2016,1395/01/15
Gram18Ayar,Daily,1046950,1042000,1051900,1049600,9400,0.90%,4/4/2016,1395/01/16
Gram18Ayar,Daily,1044200,1038300,1050100,1043600,6000,0.57%,4/5/2016,1395/01/17
Gram18Ayar,Daily,1048700,1043400,1054000,1052200,8600,0.82%,4/6/2016,1395/01/18
Gram18Ayar,Daily,1053400,1041490,1069280,1054630,2430,0.23%,4/7/2016,1395/01/19
Gram18Ayar,Daily,1057350,1056100,1058600,1056800,2170,0.21%,4/9/2016,1395/01/21
Gram18Ayar,Daily,1062900,1060500,1065300,1064800,8000,0.76%,4/10/2016,1395/01/22
Gram18Ayar,Daily,1065900,1062300,1069500,1062500,2300,0.22%,4/11/2016,1395/01/23
Gram18Ayar,Daily,1059150,1053500,1064800,1056800,5700,0.54%,4/12/2016,1395/01/24
Gram18Ayar,Daily,1049850,1045000,1054700,1045200,11600,1.11%,4/13/2016,1395/01/25
Gram18Ayar,Daily,1050820,1027180,1058490,1048900,3700,0.35%,4/14/2016,1395/01/26
Gram18Ayar,Daily,1049150,1047500,1050800,1048700,200,0.02%,4/16/2016,1395/01/28
Gram18Ayar,Daily,1046500,1042200,1050800,1043400,5300,0.51%,4/17/2016,1395/01/29
Gram18Ayar,Daily,1047050,1042200,1051900,1050800,7400,0.71%,4/18/2016,1395/01/30
Gram18Ayar,Daily,1047400,1044300,1050500,1048700,2100,0.20%,4/19/2016,1395/01/31
Gram18Ayar,Daily,1050550,1045900,1055200,1049400,700,0.07%,4/20/2016,1395/02/01
Gram18Ayar,Daily,1042550,1041500,1043600,1042900,6500,0.62%,4/23/2016,1395/02/04
Gram18Ayar,Daily,1042350,1040400,1044300,1042700,200,0.02%,4/24/2016,1395/02/05
Gram18Ayar,Daily,1043050,1041100,1045000,1044300,1600,0.15%,4/25/2016,1395/02/06
Gram18Ayar,Daily,1046850,1044300,1049400,1046800,2500,0.24%,4/26/2016,1395/02/07
Gram18Ayar,Daily,1049200,1046200,1052200,1052200,5400,0.52%,4/27/2016,1395/02/08
Gram18Ayar,Daily,1054950,1047140,1064070,1055000,2800,0.27%,4/28/2016,1395/02/09
Gram18Ayar,Daily,1070700,1067800,1073600,1070100,15100,1.43%,4/30/2016,1395/02/11
Gram18Ayar,Daily,1070250,1067100,1073400,1068800,1300,0.12%,5/1/2016,1395/02/12
Gram18Ayar,Daily,1066100,1060200,1072000,1062800,6000,0.56%,5/2/2016,1395/02/13
Gram18Ayar,Daily,1058600,1054900,1062300,1057900,4900,0.46%,5/3/2016,1395/02/14
Gram18Ayar,Daily,1057800,1055400,1060200,1057200,700,0.07%,5/4/2016,1395/02/15
Gram18Ayar,Daily,1061300,1059100,1063500,1061100,3900,0.37%,5/7/2016,1395/02/18
Gram18Ayar,Daily,1059185,1056760,1061610,1056760,4340,0.41%,5/8/2016,1395/02/19
Gram18Ayar,Daily,1057800,1054500,1061100,1055600,1160,0.11%,5/9/2016,1395/02/20
Gram18Ayar,Daily,1053550,1050800,1056300,1052200,3400,0.32%,5/10/2016,1395/02/21
Gram18Ayar,Daily,1052750,1051500,1054000,1051900,300,0.03%,5/11/2016,1395/02/22
Gram18Ayar,Daily,1051700,1051700,1051700,1051700,200,0.02%,5/12/2016,1395/02/23
Gram18Ayar,Daily,1047050,1045200,1048900,1047300,4400,0.42%,5/14/2016,1395/02/25
Gram18Ayar,Daily,1050050,1046600,1053500,1051700,4400,0.42%,5/15/2016,1395/02/26
Gram18Ayar,Daily,1044100,1041800,1046400,1045900,5800,0.55%,5/16/2016,1395/02/27
Gram18Ayar,Daily,1043500,1041300,1045700,1043200,2700,0.26%,5/17/2016,1395/02/28
Gram18Ayar,Daily,1029900,1025400,1034400,1030700,12500,1.21%,5/18/2016,1395/02/29
Gram18Ayar,Daily,1027280,1006730,1050140,1030260,440,0.04%,5/19/2016,1395/02/30
Gram18Ayar,Daily,1030600,1029800,1031400,1030000,260,0.03%,5/21/2016,1395/03/01
Gram18Ayar,Daily,1026300,1021900,1030700,1022200,7800,0.76%,5/23/2016,1395/03/03
Gram18Ayar,Daily,1016500,1012900,1020100,1014800,7400,0.73%,5/24/2016,1395/03/04
Gram18Ayar,Daily,1025650,1017800,1033500,1022600,7800,0.77%,5/25/2016,1395/03/05
Gram18Ayar,Daily,1025080,1010670,1042600,1019750,2850,0.28%,5/26/2016,1395/03/06
Gram18Ayar,Daily,1017790,1015020,1020550,1015940,3810,0.38%,5/28/2016,1395/03/08
Gram18Ayar,Daily,1010980,1007870,1014090,1012480,3460,0.34%,5/29/2016,1395/03/09
Gram18Ayar,Daily,1013060,1011100,1015020,1012940,460,0.05%,5/30/2016,1395/03/10
Gram18Ayar,Daily,1014900,1012020,1017780,1015710,2770,0.27%,5/31/2016,1395/03/11
Gram18Ayar,Daily,1016050,1014090,1018010,1018010,2300,0.23%,6/1/2016,1395/03/12
Gram18Ayar,Daily,1030999,1020870,1045226,1026104,8094,0.80%,6/2/2016,1395/03/13
Gram18Ayar,Daily,1025980,1022170,1029780,1024240,1864,0.18%,6/5/2016,1395/03/16
Gram18Ayar,Daily,1021940,1019630,1024240,1021940,2300,0.23%,6/6/2016,1395/03/17
Gram18Ayar,Daily,1028340,1024590,1032080,1031620,9680,0.95%,6/7/2016,1395/03/18
Gram18Ayar,Daily,1033410,1030930,1035890,1035540,3920,0.38%,6/8/2016,1395/03/19
Gram18Ayar,Daily,1041252,1030582,1059473,1039942,4402,0.43%,6/9/2016,1395/03/20
Gram18Ayar,Daily,1041310,1039230,1043380,1041080,1138,0.11%,6/11/2016,1395/03/22
Gram18Ayar,Daily,1044430,1041310,1047540,1046610,5530,0.53%,6/12/2016,1395/03/23
Gram18Ayar,Daily,1045690,1042460,1048920,1046840,230,0.02%,6/13/2016,1395/03/24
Gram18Ayar,Daily,1049040,1046380,1051690,1047310,470,0.04%,6/14/2016,1395/03/25
Gram18Ayar,Daily,1062530,1056300,1068750,1063450,16140,1.54%,6/15/2016,1395/03/26
Gram18Ayar,Daily,1059122,1053614,1070890,1061338,2112,0.20%,6/16/2016,1395/03/27
Gram18Ayar,Daily,1057280,1054340,1060220,1057910,3428,0.32%,6/18/2016,1395/03/29
Gram18Ayar,Daily,1049730,1047770,1051690,1050070,7840,0.75%,6/19/2016,1395/03/30
Gram18Ayar,Daily,1048000,1043620,1052380,1046150,3920,0.37%,6/20/2016,1395/03/31
Gram18Ayar,Daily,1044600,1042690,1046500,1044310,1840,0.18%,6/21/2016,1395/04/01
Gram18Ayar,Daily,1044880,1042920,1046840,1045230,920,0.09%,6/22/2016,1395/04/02
Gram18Ayar,Daily,1049754,1032538,1074166,1065113,19883,1.90%,6/23/2016,1395/04/03
Gram18Ayar,Daily,1084440,1077980,1090890,1090200,25087,2.36%,6/25/2016,1395/04/05
Gram18Ayar,Daily,1098510,1089740,1107270,1098280,8080,0.74%,6/26/2016,1395/04/06
Gram18Ayar,Daily,1096200,1088820,1103580,1103580,5300,0.48%,6/28/2016,1395/04/08
Gram18Ayar,Daily,1101160,1096890,1105420,1099430,4150,0.38%,6/29/2016,1395/04/09
Gram18Ayar,Daily,1109912,1102586,1136138,1117916,18486,1.68%,6/30/2016,1395/04/10
Gram18Ayar,Daily,1116840,1114880,1118800,1117880,36,-,7/2/2016,1395/04/12
Gram18Ayar,Daily,1119610,1115800,1123410,1119720,1840,0.16%,7/3/2016,1395/04/13
Gram18Ayar,Daily,1117820,1114530,1121110,1119720,-,-,7/4/2016,1395/04/14
Gram18Ayar,Daily,1131030,1122490,1139560,1134720,15000,1.34%,7/5/2016,1395/04/15
Gram18Ayar,Daily,1140370,1137710,1143020,1140940,6220,0.55%,7/9/2016,1395/04/19
Gram18Ayar,Daily,1137710,1133790,1141630,1137250,3690,0.32%,7/10/2016,1395/04/20
Gram18Ayar,Daily,1131030,1122950,1139100,1123640,13610,1.21%,7/11/2016,1395/04/21
Gram18Ayar,Daily,1121230,1117190,1125260,1120650,2990,0.27%,7/12/2016,1395/04/22
Gram18Ayar,Daily,1114650,1107040,1122260,1110500,10150,0.91%,7/13/2016,1395/04/23
Gram18Ayar,Daily,1114460,1086910,1129170,1110120,380,0.03%,7/14/2016,1395/04/24
Gram18Ayar,Daily,1107970,1106120,1109810,1107040,3080,0.28%,7/16/2016,1395/04/26
Gram18Ayar,Daily,1101850,1099200,1104500,1104500,2540,0.23%,7/17/2016,1395/04/27
Gram18Ayar,Daily,1107040,1104960,1109110,1109110,4610,0.42%,7/18/2016,1395/04/28
Gram18Ayar,Daily,1105200,1101040,1109350,1103120,5990,0.54%,7/19/2016,1395/04/29
Gram18Ayar,Daily,1103350,1098970,1107730,1107730,4610,0.42%,7/20/2016,1395/04/30
Gram18Ayar,Daily,1104321,1094271,1129788,1106876,854,0.08%,7/21/2016,1395/04/31
Gram18Ayar,Daily,1107950,1106120,1109780,1107270,394,0.04%,7/23/2016,1395/05/02
Gram18Ayar,Daily,1107390,1103120,1111650,1110730,3460,0.31%,7/24/2016,1395/05/03
Gram18Ayar,Daily,1111880,1108880,1114880,1112570,1840,0.17%,7/25/2016,1395/05/04
Gram18Ayar,Daily,1115340,1111420,1119260,1118340,5770,0.52%,7/26/2016,1395/05/05
Gram18Ayar,Daily,1129530,1125260,1133790,1125490,7150,0.64%,7/27/2016,1395/05/06
Gram18Ayar,Daily,1134882,1113205,1159380,1137205,11715,1.04%,7/28/2016,1395/05/07
Gram18Ayar,Daily,1137600,1134020,1141170,1140250,3045,0.27%,7/31/2016,1395/05/10
Gram18Ayar,Daily,1145790,1140020,1151550,1150170,9920,0.87%,8/1/2016,1395/05/11
Gram18Ayar,Daily,1148100,1142330,1153860,1144170,6000,0.52%,8/2/2016,1395/05/12
Gram18Ayar,Daily,1141870,1137020,1146710,1143480,690,0.06%,8/3/2016,1395/05/13
Gram18Ayar,Daily,1134410,1111420,1150632,1132600,10880,0.96%,8/4/2016,1395/05/14
Gram18Ayar,Daily,1130160,1128830,1131490,1130100,2500,0.22%,8/6/2016,1395/05/16
Gram18Ayar,Daily,1129070,1127100,1131030,1129870,230,0.02%,8/7/2016,1395/05/17
Gram18Ayar,Daily,1131430,1127570,1135290,1134720,4850,0.43%,8/8/2016,1395/05/18
Gram18Ayar,Daily,1143250,1139330,1147170,1140370,5650,0.50%,8/9/2016,1395/05/19
Gram18Ayar,Daily,1141060,1138170,1143940,1140250,120,0.01%,8/10/2016,1395/05/20
Gram18Ayar,Daily,1136389,1115002,1146275,1133133,7117,0.63%,8/11/2016,1395/05/21
Gram18Ayar,Daily,1131370,1130100,1132640,1131030,2103,0.19%,8/13/2016,1395/05/23
Gram18Ayar,Daily,1132870,1129180,1136560,1134950,3920,0.35%,8/14/2016,1395/05/24
Gram18Ayar,Daily,1138410,1134250,1142560,1138410,3460,0.30%,8/15/2016,1395/05/25
Gram18Ayar,Daily,1137490,1135410,1139560,1137710,700,0.06%,8/16/2016,1395/05/26
Gram18Ayar,Daily,1137720,1132870,1142560,1138640,930,0.08%,8/17/2016,1395/05/27
Gram18Ayar,Daily,1134447,1123896,1148827,1136328,2312,0.20%,8/18/2016,1395/05/28
Gram18Ayar,Daily,1131830,1130560,1133100,1131830,4498,0.40%,8/20/2016,1395/05/30
Gram18Ayar,Daily,1129530,1127330,1131720,1131490,340,0.03%,8/21/2016,1395/05/31
Gram18Ayar,Daily,1132870,1130560,1135180,1133330,1840,0.16%,8/22/2016,1395/06/01
Gram18Ayar,Daily,1131030,1127570,1134480,1128720,4610,0.41%,8/23/2016,1395/06/02
Gram18Ayar,Daily,1129180,1126870,1131490,1129180,460,0.04%,8/24/2016,1395/06/03
Gram18Ayar,Daily,1129586,1123932,1139639,1129580,400,0.04%,8/25/2016,1395/06/04
Gram18Ayar,Daily,1130680,1128950,1132410,1131490,1910,0.17%,8/27/2016,1395/06/06
Gram18Ayar,Daily,1131720,1128490,1134950,1133560,2070,0.18%,8/28/2016,1395/06/07
Gram18Ayar,Daily,1131720,1128490,1134950,1130790,2770,0.24%,8/29/2016,1395/06/08
Gram18Ayar,Daily,1128720,1126870,1130560,1128030,2760,0.24%,8/30/2016,1395/06/09
Gram18Ayar,Daily,1128840,1126640,1131030,1129870,1840,0.16%,8/31/2016,1395/06/10
Gram18Ayar,Daily,1132943,1113569,1150432,1135893,6023,0.53%,9/1/2016,1395/06/11
Gram18Ayar,Daily,1137370,1135870,1138870,1138640,2747,0.24%,9/3/2016,1395/06/13
Gram18Ayar,Daily,1138640,1136790,1140480,1137480,1160,0.10%,9/4/2016,1395/06/14
Gram18Ayar,Daily,1140830,1137020,1144630,1144630,7150,0.63%,9/5/2016,1395/06/15
Gram18Ayar,Daily,1146140,1139330,1152940,1140710,3920,0.34%,9/6/2016,1395/06/16
Gram18Ayar,Daily,1139910,1135410,1144400,1136560,4150,0.37%,9/7/2016,1395/06/17
Gram18Ayar,Daily,1136442,1117892,1144283,1135839,721,0.06%,9/8/2016,1395/06/18
Gram18Ayar,Daily,1135810,1134250,1137370,1136560,721,0.06%,9/10/2016,1395/06/20
Gram18Ayar,Daily,1135750,1134250,1137250,1134480,2080,0.18%,9/11/2016,1395/06/21
Gram18Ayar,Daily,1138290,1136330,1140250,1138640,4160,0.37%,9/13/2016,1395/06/23
Gram18Ayar,Daily,1138640,1134950,1142330,1137940,700,0.06%,9/14/2016,1395/06/24
Gram18Ayar,Daily,1137864,1114254,1145715,1135141,2799,0.25%,9/15/2016,1395/06/25
Gram18Ayar,Daily,1134890,1134250,1135520,1135290,149,0.01%,9/17/2016,1395/06/27
Gram18Ayar,Daily,1134950,1131490,1138410,1131950,3340,0.30%,9/18/2016,1395/06/28
Gram18Ayar,Daily,1132530,1131720,1133330,1132410,460,0.04%,9/19/2016,1395/06/29
Gram18Ayar,Daily,1140600,1137710,1143480,1140480,8070,0.71%,9/21/2016,1395/06/31
Gram18Ayar,Daily,1140173,1123964,1146101,1139923,557,0.05%,9/22/2016,1395/07/01
Gram18Ayar,Daily,1140020,1139330,1140710,1140250,327,0.03%,9/24/2016,1395/07/03
Gram18Ayar,Daily,1140250,1137710,1142790,1141860,1610,0.14%,9/25/2016,1395/07/04
Gram18Ayar,Daily,1138520,1135640,1141400,1137020,4840,0.43%,9/26/2016,1395/07/05
Gram18Ayar,Daily,1136570,1134720,1138410,1136560,460,0.04%,9/27/2016,1395/07/06
Gram18Ayar,Daily,1135870,1134480,1137250,1137020,460,0.04%,9/28/2016,1395/07/07
Gram18Ayar,Daily,1135758,1110208,1159381,1133328,3692,0.33%,9/29/2016,1395/07/08
Gram18Ayar,Daily,1133450,1132180,1134720,1134250,922,0.08%,10/1/2016,1395/07/10
Gram18Ayar,Daily,1132580,1130330,1134830,1131260,2990,0.26%,10/2/2016,1395/07/11
Gram18Ayar,Daily,1119090,1107270,1130910,1109580,21680,1.95%,10/3/2016,1395/07/12
Gram18Ayar,Daily,1106350,1101040,1111650,1106350,3230,0.29%,10/4/2016,1395/07/13
Gram18Ayar,Daily,1100700,1095740,1105660,1096890,9460,0.86%,10/5/2016,1395/07/14
Gram18Ayar,Daily,1099353,1086447,1118042,1097311,421,0.04%,10/6/2016,1395/07/15
Gram18Ayar,Daily,1100700,1099890,1101500,1101500,4189,0.38%,10/8/2016,1395/07/17
Gram18Ayar,Daily,1103580,1102200,1104960,1103120,1620,0.15%,10/9/2016,1395/07/18
Gram18Ayar,Daily,1103350,1103350,1103350,1103350,230,0.02%,10/10/2016,1395/07/19
Gram18Ayar,Daily,1102040,1084917,1124852,1101551,1799,0.16%,10/13/2016,1395/07/22
Gram18Ayar,Daily,1095390,1094350,1096430,1095050,6501,0.59%,10/15/2016,1395/07/24
Gram18Ayar,Daily,1096200,1095050,1097350,1097120,2070,0.19%,10/16/2016,1395/07/25
Gram18Ayar,Daily,1098740,1096660,1100810,1099430,2310,0.21%,10/17/2016,1395/07/26
Gram18Ayar,Daily,1102890,1099890,1105890,1102200,2770,0.25%,10/18/2016,1395/07/27
Gram18Ayar,Daily,1101510,1099660,1103350,1100810,1390,0.13%,10/19/2016,1395/07/28
Gram18Ayar,Daily,1100117,1085815,1112192,1100745,65,0.01%,10/20/2016,1395/07/29
Gram18Ayar,Daily,1102200,1100120,1104270,1103810,3065,0.28%,10/22/2016,1395/08/01
Gram18Ayar,Daily,1106240,1103120,1109350,1104620,810,0.07%,10/23/2016,1395/08/02
Gram18Ayar,Daily,1108250,1105660,1110840,1110840,6220,0.56%,10/24/2016,1395/08/03
Gram18Ayar,Daily,1111940,1109580,1114300,1110730,110,0.01%,10/25/2016,1395/08/04
Gram18Ayar,Daily,1109920,1108190,1111650,1109580,1150,0.10%,10/26/2016,1395/08/05
Gram18Ayar,Daily,1113669,1106065,1126476,1112630,3050,0.27%,10/27/2016,1395/08/06
Gram18Ayar,Daily,1119550,1116030,1123070,1122490,9860,0.89%,10/29/2016,1395/08/08
Gram18Ayar,Daily,1120530,1117650,1123410,1120760,1730,0.15%,10/30/2016,1395/08/09
Gram18Ayar,Daily,1126300,1122030,1130560,1129180,8420,0.75%,10/31/2016,1395/08/10
Gram18Ayar,Daily,1134950,1129640,1140250,1138170,8990,0.80%,11/1/2016,1395/08/11
Gram18Ayar,Daily,1132530,1127570,1137480,1134250,3920,0.35%,11/2/2016,1395/08/12
Gram18Ayar,Daily,1134929,1113478,1156687,1135232,982,0.09%,11/3/2016,1395/08/13
Gram18Ayar,Daily,1143140,1140480,1145790,1143250,8018,0.71%,11/5/2016,1395/08/15
Gram18Ayar,Daily,1128950,1124570,1133330,1125720,17530,1.56%,11/6/2016,1395/08/16
Gram18Ayar,Daily,1128150,1123880,1132410,1125720,-,-,11/7/2016,1395/08/17
Gram18Ayar,Daily,1143940,1131950,1155930,1132180,6460,0.57%,11/8/2016,1395/08/18
Gram18Ayar,Daily,1132640,1127800,1137480,1130100,2080,0.18%,11/9/2016,1395/08/19
Gram18Ayar,Daily,1103700,1084490,1121880,1104110,25990,2.35%,11/10/2016,1395/08/20
Gram18Ayar,Daily,1105310,1101730,1108880,1108420,4310,0.39%,11/12/2016,1395/08/22
Gram18Ayar,Daily,1105080,1098280,1111880,1111420,3000,0.27%,11/13/2016,1395/08/23
Gram18Ayar,Daily,1110330,1104730,1115920,1108310,3110,0.28%,11/14/2016,1395/08/24
Gram18Ayar,Daily,1107730,1104960,1110500,1108190,120,0.01%,11/15/2016,1395/08/25
Gram18Ayar,Daily,1107270,1103810,1110730,1104270,3920,0.35%,11/16/2016,1395/08/26
Gram18Ayar,Daily,1104844,1093307,1116776,1099796,4474,0.41%,11/17/2016,1395/08/27
Gram18Ayar,Daily,1098365,1082658,1123008,1099910,114,0.01%,11/19/2016,1395/08/29
Gram18Ayar,Daily,1104620,1101730,1107500,1105890,5980,0.54%,11/21/2016,1395/09/01
Gram18Ayar,Daily,1106810,1102200,1111420,1104500,1390,0.13%,11/22/2016,1395/09/02
Gram18Ayar,Daily,1100470,1097350,1103580,1100120,4380,0.40%,11/23/2016,1395/09/03
Gram18Ayar,Daily,1101123,1089340,1113019,1103201,3081,0.28%,11/24/2016,1395/09/04
Gram18Ayar,Daily,1111310,1104040,1118570,1117650,14449,1.31%,11/26/2016,1395/09/06
Gram18Ayar,Daily,1121460,1117420,1125490,1124110,6460,0.58%,11/27/2016,1395/09/07
Gram18Ayar,Daily,1115730,1107696,1137699,1128446,4336,0.39%,11/29/2016,1395/09/09
Gram18Ayar,Daily,1114370,1092410,1134810,1122470,5976,0.53%,12/1/2016,1395/09/11
Gram18Ayar,Daily,1131150,1127570,1134720,1131030,8560,0.76%,12/3/2016,1395/09/13
Gram18Ayar,Daily,1128490,1122260,1134720,1131030,-,-,12/4/2016,1395/09/14
Gram18Ayar,Daily,1125380,1121110,1129640,1122030,9000,0.80%,12/5/2016,1395/09/15
Gram18Ayar,Daily,1123180,1119950,1126410,1124110,2080,0.19%,12/6/2016,1395/09/16
Gram18Ayar,Daily,1124910,1123180,1126640,1124340,230,0.02%,12/7/2016,1395/09/17
Gram18Ayar,Daily,1123880,1121340,1126410,1126070,1730,0.15%,12/10/2016,1395/09/20
Gram18Ayar,Daily,1126070,1122720,1129410,1128950,2880,0.26%,12/11/2016,1395/09/21
Gram18Ayar,Daily,1129530,1127100,1131950,1129640,690,0.06%,12/12/2016,1395/09/22
Gram18Ayar,Daily,1132060,1129870,1134250,1132870,3230,0.29%,12/13/2016,1395/09/23
Gram18Ayar,Daily,1125610,1123180,1128030,1123180,9690,0.86%,12/14/2016,1395/09/24
Gram18Ayar,Daily,1125095,1110093,1132295,1123918,738,0.07%,12/15/2016,1395/09/25
Gram18Ayar,Daily,1123990,1122490,1125490,1124340,422,0.04%,12/18/2016,1395/09/28
Gram18Ayar,Daily,1125030,1123640,1126410,1126410,2070,0.18%,12/19/2016,1395/09/29
Gram18Ayar,Daily,1128490,1125950,1131030,1127570,1160,0.10%,12/20/2016,1395/09/30
Gram18Ayar,Daily,1127910,1126640,1129180,1127800,230,0.02%,12/21/2016,1395/10/01
Gram18Ayar,Daily,1127990,1106890,1154270,1131640,3840,0.34%,12/22/2016,1395/10/02
Gram18Ayar,Daily,1138120,1134830,1141400,1140940,9300,0.82%,12/24/2016,1395/10/04
Gram18Ayar,Daily,1149020,1139100,1158930,1150400,9460,0.83%,12/25/2016,1395/10/05
Gram18Ayar,Daily,1161240,1154320,1168160,1158930,8530,0.74%,12/26/2016,1395/10/06
Gram18Ayar,Daily,1149250,1135180,1163310,1147400,11530,1%,12/27/2016,1395/10/07
Gram18Ayar,Daily,1146480,1143020,1149940,1146480,920,0.08%,12/28/2016,1395/10/08
Gram18Ayar,Daily,1136147,1117173,1150703,1144865,1615,0.14%,12/29/2016,1395/10/09
Gram18Ayar,Daily,1117190,1107270,1127100,1125030,19835,1.76%,12/31/2016,1395/10/11
Gram18Ayar,Daily,1127450,1122950,1131950,1130560,5530,0.49%,1/1/2017,1395/10/12
Gram18Ayar,Daily,1131370,1125950,1136790,1131720,1160,0.10%,1/2/2017,1395/10/13
Gram18Ayar,Daily,1132640,1129640,1135640,1133330,1610,0.14%,1/3/2017,1395/10/14
Gram18Ayar,Daily,1137250,1133100,1141400,1140940,7610,0.67%,1/4/2017,1395/10/15
Gram18Ayar,Daily,1138485,1121521,1159302,1142846,1906,0.17%,1/5/2017,1395/10/16
Gram18Ayar,Daily,1146250,1143020,1148780,1147170,4324,0.38%,1/7/2017,1395/10/18
Gram18Ayar,Daily,1147630,1145550,1148780,1148320,1150,0.10%,1/8/2017,1395/10/19
Gram18Ayar,Daily,1149010,1147400,1151550,1149010,690,0.06%,1/9/2017,1395/10/20
Gram18Ayar,Daily,1148320,1147400,1153860,1152010,3000,0.26%,1/10/2017,1395/10/21
Gram18Ayar,Daily,1153400,1153400,1164240,1159160,7150,0.62%,1/11/2017,1395/10/22
Gram18Ayar,Daily,1159133,1139706,1180113,1150173,8987,0.78%,1/12/2017,1395/10/23
Gram18Ayar,Daily,1148090,1145090,1154090,1153400,3227,0.28%,1/14/2017,1395/10/25
Gram18Ayar,Daily,1156390,1149940,1158240,1150860,2540,0.22%,1/15/2017,1395/10/26
Gram18Ayar,Daily,1150630,1150400,1156160,1152240,1380,0.12%,1/16/2017,1395/10/27
Gram18Ayar,Daily,1154090,1149480,1154090,1150860,1380,0.12%,1/17/2017,1395/10/28
Gram18Ayar,Daily,1149010,1145320,1149010,1146710,4150,0.36%,1/18/2017,1395/10/29
Gram18Ayar,Daily,1148024,1125249,1153764,1145176,1534,0.13%,1/19/2017,1395/10/30
Gram18Ayar,Daily,1141060,1140250,1146250,1146020,844,0.07%,1/21/2017,1395/11/02
Gram18Ayar,Daily,1146130,1146020,1149010,1147860,1840,0.16%,1/22/2017,1395/11/03
Gram18Ayar,Daily,1147630,1147400,1150400,1147860,-,-,1/23/2017,1395/11/04
Gram18Ayar,Daily,1146480,1142560,1146480,1144400,3460,0.30%,1/24/2017,1395/11/05
Gram18Ayar,Daily,1144860,1141860,1145320,1142560,1840,0.16%,1/25/2017,1395/11/06
Gram18Ayar,Daily,1143982,1119710,1154964,1140119,2441,0.21%,1/26/2017,1395/11/07
Gram18Ayar,Daily,1139100,1138170,1142090,1139900,219,0.02%,1/28/2017,1395/11/09
Gram18Ayar,Daily,1139670,1127550,1139670,1130780,9120,0.81%,1/29/2017,1395/11/10
Gram18Ayar,Daily,1129740,1129740,1139780,1137940,7160,0.63%,1/30/2017,1395/11/11
Gram18Ayar,Daily,1138860,1134010,1142320,1136320,1620,0.14%,1/31/2017,1395/11/12
Gram18Ayar,Daily,1137710,1137710,1144400,1140480,4160,0.37%,2/1/2017,1395/11/13
Gram18Ayar,Daily,1140876,1120682,1158016,1145417,4937,0.43%,2/2/2017,1395/11/14
Gram18Ayar,Daily,1149940,1145330,1154330,1150870,5453,0.48%,2/4/2017,1395/11/16
Gram18Ayar,Daily,1152020,1150640,1156410,1155480,4610,0.40%,2/5/2017,1395/11/17
Gram18Ayar,Daily,1157790,1150400,1157790,1151560,3920,0.34%,2/6/2017,1395/11/18
Gram18Ayar,Daily,1149710,1147860,1158020,1154790,3230,0.28%,2/7/2017,1395/11/19
Gram18Ayar,Daily,1154560,1153170,1157330,1153870,920,0.08%,2/8/2017,1395/11/20
Gram18Ayar,Daily,1154513,1141621,1162363,1153969,99,0.01%,2/9/2017,1395/11/21
Gram18Ayar,Daily,1154100,1151100,1157100,1155020,1051,0.09%,2/11/2017,1395/11/23
Gram18Ayar,Daily,1154100,1146480,1154100,1147860,7160,0.62%,2/12/2017,1395/11/24
Gram18Ayar,Daily,1148100,1145330,1150400,1145790,2070,0.18%,2/13/2017,1395/11/25
Gram18Ayar,Daily,1147860,1144860,1150400,1149250,3460,0.30%,2/14/2017,1395/11/26
Gram18Ayar,Daily,1150400,1149250,1152250,1150170,920,0.08%,2/15/2017,1395/11/27
Gram18Ayar,Daily,1149594,1138442,1166178,1149737,433,0.04%,2/16/2017,1395/11/28
Gram18Ayar,Daily,1149710,1147630,1151100,1148330,1407,0.12%,2/18/2017,1395/11/30
Gram18Ayar,Daily,1148100,1145090,1149020,1146020,2310,0.20%,2/19/2017,1395/12/01
Gram18Ayar,Daily,1145090,1144400,1149250,1149020,3000,0.26%,2/20/2017,1395/12/02
Gram18Ayar,Daily,1148330,1147630,1151100,1149830,810,0.07%,2/21/2017,1395/12/03
Gram18Ayar,Daily,1151330,1149480,1153410,1152940,3110,0.27%,2/22/2017,1395/12/04
Gram18Ayar,Daily,1153170,1153170,1153170,1153170,230,0.02%,2/23/2017,1395/12/05
